PC |OP  |IMM |rs1|rs2|rd 
---------------------------
1   | SW   | 0    | 8   | 7   | 0  
2   | stop | 0    | 0   | 0   | 0  
 
 
 
--------Memory DUMP--------
address|mem-Content
65282  |0          
65283  |0          
65284  |0          
65285  |0          
65286  |0          
65287  |0          
65288  |0          
65289  |0          
65290  |0          
65291  |0          
65292  |0          
65293  |0          
65294  |0          
65295  |0          
65296  |0          
65297  |0          
65298  |0          
65299  |0          
65300  |0          
65301  |0          
65302  |0          
65303  |0          
65304  |0          
65305  |0          
65306  |0          
65307  |0          
65308  |0          
65309  |0          
65310  |0          
65311  |0          
65312  |0          
65313  |0          
65314  |0          
65315  |0          
65316  |0          
65317  |0          
65318  |0          
65319  |0          
65320  |0          
65321  |0          
65322  |0          
65323  |0          
65324  |0          
65325  |0          
65326  |0          
65327  |0          
65328  |0          
65329  |0          
65330  |0          
65331  |0          
65332  |0          
65333  |0          
65334  |0          
65335  |0          
65336  |0          
65337  |0          
65338  |0          
65339  |0          
65340  |0          
65341  |0          
65342  |0          
65343  |0          
65344  |0          
65345  |0          
65346  |0          
65347  |0          
65348  |0          
65349  |0          
65350  |0          
65351  |0          
65352  |0          
65353  |0          
65354  |0          
65355  |0          
65356  |0          
65357  |0          
65358  |0          
65359  |0          
65360  |0          
65361  |0          
65362  |0          
65363  |0          
65364  |0          
65365  |0          
65366  |0          
65367  |0          
65368  |0          
65369  |0          
65370  |0          
65371  |0          
65372  |0          
65373  |0          
65374  |0          
65375  |0          
65376  |0          
65377  |0          
65378  |0          
65379  |0          
65380  |0          
65381  |0          
65382  |0          
65383  |0          
65384  |0          
65385  |0          
65386  |0          
65387  |0          
65388  |0          
65389  |0          
65390  |0          
65391  |0          
65392  |0          
65393  |0          
65394  |0          
65395  |0          
65396  |0          
65397  |0          
65398  |0          
65399  |0          
65400  |0          
65401  |0          
65402  |0          
65403  |0          
65404  |0          
65405  |0          
65406  |0          
65407  |0          
65408  |0          
65409  |0          
65410  |0          
65411  |0          
65412  |0          
65413  |0          
65414  |0          
65415  |0          
65416  |0          
65417  |0          
65418  |0          
65419  |0          
65420  |0          
65421  |0          
65422  |0          
65423  |0          
65424  |0          
65425  |0          
65426  |0          
65427  |0          
65428  |0          
65429  |0          
65430  |0          
65431  |0          
65432  |0          
65433  |0          
65434  |0          
65435  |0          
65436  |0          
65437  |0          
65438  |0          
65439  |0          
65440  |0          
65441  |0          
65442  |0          
65443  |0          
65444  |0          
65445  |0          
65446  |0          
65447  |0          
65448  |0          
65449  |0          
65450  |0          
65451  |0          
65452  |0          
65453  |0          
65454  |0          
65455  |0          
65456  |0          
65457  |0          
65458  |0          
65459  |0          
65460  |0          
65461  |0          
65462  |0          
65463  |0          
65464  |0          
65465  |0          
65466  |0          
65467  |0          
65468  |0          
65469  |0          
65470  |0          
65471  |0          
65472  |0          
65473  |0          
65474  |0          
65475  |0          
65476  |0          
65477  |0          
65478  |0          
65479  |0          
65480  |0          
65481  |0          
65482  |0          
65483  |0          
65484  |0          
65485  |0          
65486  |0          
65487  |0          
65488  |0          
65489  |0          
65490  |0          
65491  |0          
65492  |0          
65493  |0          
65494  |0          
65495  |0          
65496  |0          
65497  |0          
65498  |0          
65499  |0          
65500  |0          
65501  |0          
65502  |0          
65503  |0          
65504  |0          
65505  |0          
65506  |0          
65507  |0          
65508  |0          
65509  |0          
65510  |0          
65511  |0          
65512  |0          
65513  |0          
65514  |0          
65515  |0          
65516  |0          
65517  |0          
65518  |0          
65519  |0          
65520  |0          
65521  |0          
65522  |0          
65523  |0          
65524  |0          
65525  |0          
65526  |0          
65527  |0          
65528  |0          
65529  |0          
65530  |0          
65531  |0          
65532  |0          
65533  |0          
65534  |0          
65535  |0          
